amount,hour,location_change,device_change,txn_count_24h,fraud
24073.47,3,1,1,5,1
3276.38,10,0,1,2,0
33786.25,1,1,1,13,1
6918.38,17,0,1,12,1
37706.44,17,1,0,11,1
6428.21,11,0,1,8,0
5195.38,9,0,1,7,0
33938.43,13,1,0,10,1
35976.04,14,1,1,11,1
39684.84,4,0,0,4,1
20955.44,8,1,0,2,1
41629.62,6,0,1,13,1
47046.97,4,1,0,7,1
5953.04,1,1,1,12,1
15211.96,16,0,1,14,1
47705.71,1,0,1,2,1
36145.63,14,0,1,4,0
552.15,10,1,1,6,0
9795.16,22,0,1,14,1
147.77,9,0,0,2,0
30525.77,16,0,1,13,1
2231.82,23,1,0,14,0
20414.74,5,0,1,4,0
37128.32,5,0,0,11,0
3179.76,3,0,0,4,0
33598.81,0,1,0,13,1
48566.58,4,1,1,12,1
49462.68,6,0,0,8,0
43871.05,23,0,1,12,1
29473.4,22,0,1,13,1
9388.52,9,0,0,11,0
18486.08,22,0,1,2,0
13062.02,3,0,1,9,0
16614.34,11,0,1,8,0
43571.13,9,0,0,14,0
11496.06,22,1,1,12,1
31602.61,21,0,0,10,0
8912.12,16,0,1,1,0
28260.38,7,0,1,10,0
22504.6,11,0,1,14,1
6602.73,2,0,0,4,0
5153.5,5,1,1,2,0
20299.67,16,0,1,13,1
37935.1,20,1,1,11,1
22561.85,23,1,1,9,1
16100.59,12,0,1,14,1
7160.23,21,1,1,8,0
29535.99,23,1,1,9,1
11852.08,17,0,1,10,0
47526.04,10,0,0,7,0
17915.15,12,0,1,10,0
12041.13,18,0,1,10,0
37731.95,8,0,1,5,0
5345.02,6,0,1,14,1
10440.66,1,0,1,6,0
33992.65,0,1,1,9,1
31493.38,0,0,0,3,1
12045.74,11,0,0,12,0
47857.22,20,1,1,9,1
20943.7,10,1,0,15,1
37137.92,10,1,1,11,1
7366.14,13,0,0,4,0
10280.97,6,0,1,10,0
9652.66,7,0,0,8,0
6642.0,17,1,1,12,1
15352.51,7,1,0,9,0
40978.75,4,1,1,10,1
40212.87,4,0,0,3,1
13910.2,19,1,0,10,0
1337.87,16,0,0,9,0
18583.07,4,1,1,7,1
25075.51,0,0,0,9,1
2560.78,1,0,1,10,0
41736.09,19,0,0,15,0
5301.98,12,1,0,3,0
40776.84,1,0,1,5,1
14172.64,3,1,0,15,0
33458.76,21,1,1,12,1
22287.01,7,0,1,14,1
5534.66,14,1,1,1,0
2911.59,3,0,1,2,0
14554.65,20,0,1,2,0
47170.1,16,1,1,6,1
2630.81,23,0,0,8,0
3580.55,0,1,0,2,0
14888.04,17,1,0,8,0
35535.46,7,0,0,14,0
16159.45,6,0,1,1,0
21747.69,0,0,1,8,1
46832.5,18,1,1,13,1
7094.74,22,1,1,15,1
45386.94,19,0,1,2,0
41316.22,22,0,1,12,1
24184.75,22,1,1,2,1
8761.57,15,0,1,8,0
18996.67,12,1,1,11,1
31280.51,6,0,0,15,0
8641.88,10,0,0,9,0
41517.19,8,1,0,6,1
37946.13,0,1,1,4,1
27582.65,21,0,1,4,0
6800.36,18,0,1,2,0
13996.47,3,1,1,9,0
26847.69,19,1,1,12,1
2941.61,16,1,0,11,0
28187.46,1,0,0,12,1
38443.47,19,1,0,9,1
5085.77,17,1,1,9,0
28282.97,23,0,0,4,0
14894.78,18,0,0,5,0
2287.92,12,0,0,2,0
49721.01,8,1,1,15,1
24072.89,15,0,0,6,0
8457.66,1,0,1,11,1
2140.07,16,0,0,9,0
192.53,9,0,1,12,1
21361.52,18,0,1,9,0
16070.31,11,0,1,6,0
49343.93,14,1,0,7,1
33178.33,20,0,1,15,1
1253.79,11,1,1,8,0
8833.21,12,0,1,7,0
15953.79,16,0,1,2,0
15181.45,23,1,1,10,0
47734.6,0,1,1,14,1
39379.11,17,0,0,14,0
45107.23,4,0,0,10,1
6222.43,16,1,1,7,0
17774.96,12,1,0,8,0
24579.05,11,0,1,11,1
33627.85,4,0,0,2,1
8592.19,4,1,0,6,0
26304.59,1,0,1,9,1
48238.15,1,0,1,7,1
18888.19,5,1,1,6,0
3404.35,20,0,0,7,0
48580.36,14,1,0,10,1
22475.13,4,1,0,13,1
16335.51,7,0,1,9,0
45840.21,19,1,1,13,1
13647.03,8,1,1,6,0
42521.08,9,1,1,12,1
46339.64,20,0,0,11,0
23509.77,11,0,0,7,0
35544.0,19,1,1,14,1
11677.19,15,1,0,1,0
2604.48,16,1,0,12,0
34038.81,21,1,0,15,1
44952.48,11,1,1,15,1
32417.23,2,0,1,10,1
18611.98,6,0,1,10,0
22799.38,16,0,1,4,0
38679.39,12,0,1,13,1
21369.87,14,0,0,14,0
47436.86,0,1,0,8,1
17462.37,22,0,1,13,1
33763.91,14,0,1,4,0
7810.46,18,1,1,7,0
38848.75,2,0,0,8,1
16620.5,2,1,0,8,1
40001.54,14,0,1,12,1
3298.82,22,0,1,15,1
22745.23,9,1,0,3,1
6496.77,14,1,0,10,0
1509.84,15,1,0,9,0
41730.54,8,0,1,1,0
40541.35,1,0,0,15,1
15618.27,12,0,0,11,0
49620.64,18,1,0,5,1
34414.07,3,1,1,7,1
31602.05,15,0,1,10,0
1210.56,22,0,1,13,1
7242.84,0,1,0,6,0
14628.84,7,1,1,2,0
42693.67,18,0,1,15,1
24592.18,20,1,0,5,1
20293.26,6,1,1,7,1
17411.6,15,0,0,15,0
24956.71,1,0,1,14,1
2929.7,10,0,0,6,0
38230.95,4,0,1,13,1
5118.19,15,1,0,8,0
36019.61,11,0,0,2,0
41360.86,1,1,1,4,1
7694.12,15,1,0,2,0
32622.74,4,1,1,15,1
9763.95,9,0,0,2,0
38002.26,10,1,0,8,1
30811.53,9,0,0,5,0
13764.02,14,1,0,14,0
38120.23,12,0,1,1,0
37084.75,13,0,0,14,0
39653.01,17,0,0,13,0
18993.66,16,0,1,10,0
26258.11,15,1,0,3,1
34649.63,16,0,1,12,1
31202.1,15,1,1,11,1
8121.48,11,1,0,7,0
49841.65,20,0,0,6,0
5257.06,7,0,0,9,0
32588.59,22,1,0,7,1
39389.35,16,0,1,5,0
3108.72,16,1,1,3,0
35551.42,11,1,1,15,1
30558.17,19,1,0,12,1
39681.94,6,1,0,5,1
34916.87,11,0,0,6,0
35060.38,19,0,0,2,0
20320.82,20,0,1,12,1
16797.97,11,1,1,1,0
14339.47,19,0,1,1,0
17322.44,1,1,1,7,1
9611.86,4,0,1,9,0
9795.87,15,1,0,7,0
9555.11,9,0,1,1,0
27691.42,16,1,0,12,1
16387.77,15,0,1,7,0
39981.44,6,1,1,2,1
2522.28,20,0,0,3,0
7848.32,12,0,1,8,0
30142.09,22,0,1,3,0
22154.22,12,0,0,13,0
6890.26,6,0,0,9,0
17781.29,0,1,0,6,1
38722.71,16,0,1,7,0
22289.95,16,0,1,11,1
38289.78,18,0,1,14,1
35216.9,12,1,0,7,1
36012.49,20,0,0,13,0
42815.67,22,0,1,4,0
9571.92,14,1,0,5,0
14413.59,13,0,0,9,0
46930.4,9,0,1,2,0
46801.58,4,0,0,10,1
44936.52,19,1,1,3,1
49431.26,11,1,1,5,1
35186.08,8,0,0,15,0
16303.61,18,1,1,15,1
45499.8,5,0,1,1,0
3471.35,14,0,0,15,0
48900.41,4,0,0,5,1
22541.91,18,1,1,8,1
45845.61,21,1,0,13,1
40811.97,9,1,1,11,1
9708.77,19,0,0,8,0
29158.54,8,1,1,6,1
16938.54,6,1,0,5,0
20456.36,22,0,0,7,0
35526.76,22,1,0,10,1
48768.79,17,0,1,9,0
29744.22,12,1,1,12,1
18131.48,16,1,0,3,0
8317.3,22,0,1,5,0
33933.91,18,1,1,6,1
7249.4,6,0,1,10,0
25260.27,4,1,1,1,1
41510.86,5,1,1,1,1
25266.95,5,0,0,5,0
45215.92,9,1,1,8,1
12776.51,4,1,0,4,0
34698.41,19,0,1,6,0
25704.89,11,0,0,14,0
45302.45,15,1,0,10,1
47287.75,17,1,0,4,1
17481.42,11,0,1,14,1
6223.24,20,0,1,8,0
29074.32,3,1,0,2,1
13763.38,9,0,1,1,0
14429.46,1,1,1,2,0
24637.37,8,0,1,3,0
28875.4,11,0,1,6,0
38554.76,4,0,1,1,1
19548.34,10,1,0,6,0
16417.54,22,0,0,6,0
11024.14,6,1,0,9,0
6049.6,8,0,0,10,0
12315.63,21,0,1,4,0
26651.01,13,1,1,11,1
5368.22,0,1,1,7,0
481.12,8,1,1,7,0
47954.66,3,0,1,3,1
1904.2,1,1,0,14,0
41918.8,20,0,1,15,1
3676.47,23,1,1,3,0
37020.28,13,0,0,13,0
41975.02,23,0,0,13,0
18707.92,0,1,1,7,1
26261.36,15,1,1,8,1
9936.46,14,1,1,4,0
31730.06,11,0,1,1,0
48846.84,12,0,0,12,0
606.66,13,1,1,9,0
23704.04,21,1,0,1,1
7758.5,21,1,0,6,0
28211.0,8,0,1,11,1
22089.66,6,1,1,8,1
19956.51,10,1,0,9,0
12370.28,6,0,1,13,1
33001.44,3,0,1,8,1
12373.63,2,1,0,9,0
11288.35,1,1,1,15,1
47919.18,0,0,1,13,1
39233.74,23,1,1,10,1
8785.64,6,1,1,13,1
20048.75,21,1,1,13,1
8517.48,14,1,0,7,0
19324.93,1,0,0,2,1
13668.58,4,0,1,4,0
21305.18,8,0,1,4,0
44241.06,12,0,1,15,1
45019.87,10,1,0,12,1
9463.67,5,0,0,8,0
2991.68,20,1,0,5,0
22824.61,6,0,1,9,0
31129.51,1,0,0,6,1
49773.0,14,1,1,11,1
32633.49,22,0,1,6,0
21623.4,17,1,1,1,1
17392.43,4,0,1,8,1
26088.66,12,0,1,8,0
46356.43,6,1,0,13,1
5066.48,8,0,0,6,0
21946.46,4,1,1,14,1
6754.66,3,0,0,1,0
26098.73,2,0,1,14,1
17388.84,18,0,1,11,1
35123.19,7,0,0,11,0
10070.69,1,1,0,8,0
40091.66,19,0,1,10,0
27800.0,17,1,1,10,1
23138.69,5,1,0,15,1
45027.13,21,1,0,8,1
16390.71,15,1,0,7,0
8995.84,13,0,0,12,0
18733.36,7,1,1,15,1
3492.29,3,1,1,12,1
34541.91,6,0,0,2,0
30273.29,18,0,1,9,0
20557.17,2,0,1,14,1
43304.01,14,0,0,1,0
17909.14,23,1,1,12,1
46986.42,23,0,0,12,0
31504.29,5,1,0,3,1
25487.68,14,1,0,12,1
8667.8,21,0,1,14,1
5549.14,20,1,1,3,0
12812.52,14,1,0,10,0
2305.93,4,1,0,1,0
43539.37,23,1,0,13,1
23591.36,15,1,0,15,1
15172.44,12,0,0,6,0
33001.85,22,0,1,1,0
20279.96,10,1,1,6,1
30144.04,21,1,0,9,1
40448.33,3,0,1,13,1
10677.15,21,0,1,8,0
15991.59,23,1,1,7,0
46745.38,17,0,0,4,0
48960.73,1,0,0,12,1
6830.01,13,0,0,11,0
34448.55,1,0,0,15,1
36166.45,3,0,1,1,1
47017.75,4,1,0,14,1
47298.59,6,1,0,3,1
17973.51,8,0,1,10,0
4334.1,15,1,0,4,0
21490.39,19,1,1,10,1
23851.52,10,0,0,4,0
46418.41,9,0,0,15,0
22950.01,11,0,0,3,0
14922.06,11,0,1,14,1
11955.75,13,0,0,4,0
28395.01,11,0,0,12,0
38428.25,6,1,0,10,1
36480.2,10,0,1,13,1
48750.18,5,0,1,2,0
19122.52,18,0,1,9,0
7859.2,10,1,1,2,0
26323.48,15,1,1,9,1
35257.05,22,0,0,12,0
17929.06,18,0,0,3,0
15338.59,7,0,0,7,0
6407.56,17,0,1,13,1
15396.3,14,1,1,7,0
18778.51,0,1,0,11,1
21927.71,23,0,0,4,0
29858.89,13,0,1,13,1
5229.62,7,0,1,8,0
25237.25,1,1,0,15,1
43903.58,23,1,1,14,1
34204.74,2,0,1,12,1
31394.36,2,0,0,14,1
26333.6,19,0,0,4,0
1460.93,9,0,0,13,0
32924.09,22,0,0,5,0
21712.71,10,1,1,12,1
48345.98,8,0,0,9,0
17092.6,19,0,0,9,0
7342.45,0,1,0,12,0
36619.17,14,0,0,12,0
26137.58,4,1,1,14,1
28190.32,10,0,0,6,0
29392.76,16,0,1,14,1
2455.67,12,0,1,3,0
47575.36,8,1,1,1,1
7702.94,6,1,1,15,1
46743.16,8,0,0,15,0
43457.86,6,1,1,10,1
45202.88,17,0,0,5,0
26363.13,2,1,1,7,1
41491.69,1,1,0,14,1
14395.08,15,1,1,7,0
30485.14,17,1,0,3,1
5494.49,6,0,0,5,0
43160.57,13,1,1,13,1
11290.18,8,1,1,8,0
9101.61,1,0,1,11,1
20350.28,21,0,0,12,0
12055.9,5,1,1,15,1
27537.35,6,0,1,7,0
13359.89,8,1,1,1,0
20194.12,21,1,0,5,1
4035.08,10,0,0,12,0
42285.88,16,1,1,3,1
38971.94,20,1,0,11,1
13310.12,17,0,1,14,1
43072.03,6,1,0,15,1
35500.41,9,0,0,8,0
10475.64,19,0,0,15,0
10067.69,14,1,1,14,1
32033.89,18,0,1,3,0
34993.5,21,0,1,9,0
16407.53,16,0,1,12,1
33274.11,5,1,1,4,1
12342.29,1,0,1,3,0
17946.97,23,0,0,2,0
40575.45,18,1,0,15,1
35943.27,7,0,1,13,1
24362.1,11,1,0,1,1
2982.47,3,0,0,2,0
28753.77,3,0,0,5,1
26536.06,1,0,1,8,1
47106.98,1,0,0,6,1
20743.36,9,1,0,3,1
5880.55,6,0,1,14,1
36688.95,4,1,0,13,1
11485.58,9,1,0,4,0
5184.62,6,0,1,1,0
19989.99,22,0,1,14,1
9288.52,23,1,1,5,0
20305.95,16,1,1,15,1
9735.46,1,0,1,12,1
39279.85,8,1,1,6,1
20295.07,17,0,1,6,0
16138.47,15,1,1,8,0
22927.92,23,0,1,10,0
42619.44,20,1,0,12,1
37892.25,17,0,0,1,0
48592.13,12,0,1,1,0
40274.44,0,0,1,11,1
20671.72,12,1,0,1,1
28606.53,18,0,0,7,0
30247.58,13,0,1,10,0
40221.41,14,1,0,13,1
33474.61,17,1,1,15,1
39453.55,8,0,0,11,0
6468.77,17,0,0,6,0
30019.08,18,0,1,6,0
16421.59,9,1,1,15,1
1937.13,13,1,1,11,1
39877.56,10,1,1,13,1
26820.43,12,1,0,8,1
4352.41,10,1,0,2,0
11022.12,21,1,0,4,0
3407.3,11,0,0,6,0
14364.59,18,0,1,5,0
16102.32,8,1,1,4,0
14864.78,19,1,1,4,0
20568.88,13,0,0,4,0
36326.37,21,0,1,8,0
36384.45,3,0,0,2,1
7876.8,6,0,0,7,0
1906.66,13,1,1,10,0
8773.84,6,1,1,8,0
35100.08,17,0,0,6,0
30773.55,3,1,1,12,1
9582.92,22,1,0,4,0
36732.6,19,0,1,1,0
18320.67,2,0,0,4,1
18672.19,8,0,1,10,0
37976.68,19,0,1,3,0
27860.89,12,0,0,5,0
3995.05,7,0,1,3,0
16903.23,3,1,1,10,1
24948.83,20,0,0,13,0
33902.97,16,0,0,7,0
15476.94,2,1,1,4,1
35842.44,19,1,0,12,1
4836.41,20,1,1,15,1
15259.02,23,0,1,6,0
27543.57,21,1,1,9,1
49961.91,18,1,1,11,1
11536.45,3,1,1,8,0
24703.39,6,0,0,3,0
26810.45,6,0,0,2,0
42476.13,19,0,1,3,0
43342.73,10,1,1,3,1
49785.34,7,0,1,2,0
22413.48,8,0,1,11,1
6288.48,11,1,0,10,0
13393.79,21,0,0,9,0
4612.09,17,0,1,12,1
9887.32,9,1,0,15,0
38031.06,12,1,1,5,1
14513.53,5,0,1,5,0
19782.4,22,1,0,1,0
20649.53,6,0,1,13,1
1761.93,1,0,1,7,0
11031.63,7,0,0,3,0
11376.45,0,1,0,13,0
46800.68,19,1,0,11,1
6832.87,17,1,1,9,0
4462.44,7,1,1,4,0
3286.3,10,1,0,1,0
23138.79,5,1,1,6,1
41246.97,1,0,0,15,1
6238.59,23,0,0,2,0
20069.63,22,1,1,5,1
17566.74,2,1,0,15,1
20274.45,7,1,1,13,1
10287.13,14,0,1,13,1
11518.24,18,0,1,2,0
22089.62,23,0,0,15,0
36870.74,19,1,0,7,1
14065.17,9,1,0,1,0
24416.54,21,1,0,14,1
15849.1,21,0,0,7,0
39941.37,9,0,1,5,0
36361.55,21,1,1,14,1
49136.25,12,1,1,4,1
6492.48,10,0,0,6,0
9147.96,23,0,0,13,0
4362.91,16,0,1,1,0
42318.66,3,1,0,15,1
22946.81,10,1,1,3,1
43881.4,4,1,1,13,1
1532.68,4,1,0,15,0
10548.32,22,1,0,5,0
7998.28,9,0,0,7,0
14075.98,13,1,1,11,1
6746.17,7,0,0,3,0
14785.66,14,0,0,13,0
49700.2,1,1,0,11,1
20155.13,0,0,1,1,1
3767.23,16,0,0,15,0
45822.75,21,1,1,6,1
17347.09,11,0,0,7,0
16338.05,19,1,0,2,0
21041.62,11,0,0,11,0
23502.92,0,0,0,9,1
23213.12,10,0,0,14,0
20574.88,19,1,1,15,1
43080.09,2,0,0,1,1
7675.34,13,0,1,9,0
30019.54,1,1,0,7,1
8710.14,16,0,0,13,0
14593.05,22,0,1,9,0
45887.85,4,0,0,5,1
44041.76,20,1,0,11,1
2085.12,6,1,0,12,0
5760.95,18,1,0,3,0
30199.1,13,0,1,14,1
596.72,7,0,0,5,0
19042.34,1,0,0,12,1
22636.88,21,0,1,14,1
34325.32,13,1,0,2,1
27281.95,12,1,0,8,1
10903.11,14,1,1,3,0
1731.95,22,0,0,11,0
32800.27,23,1,1,9,1
43744.69,10,0,0,7,0
31266.67,18,0,0,13,0
49605.71,17,0,1,7,0
31523.89,14,1,0,3,1
23150.09,19,0,0,12,0
42090.41,14,0,0,7,0
14707.5,7,1,1,8,0
5322.02,8,1,1,2,0
31048.18,9,0,0,9,0
45095.45,4,1,1,10,1
49586.68,3,0,1,14,1
8712.37,2,0,0,10,0
10325.01,21,0,1,11,1
11274.06,10,1,1,6,0
43377.04,17,0,1,10,0
40929.71,6,1,1,5,1
3266.4,5,1,0,6,0
40276.49,0,1,1,11,1
35438.38,18,1,1,14,1
7900.16,8,1,1,6,0
12729.69,1,1,1,9,0
46481.84,15,0,0,10,0
49018.03,3,1,0,15,1
18263.55,19,1,0,6,0
1132.87,5,1,0,14,0
46522.35,15,1,1,4,1
40424.34,15,1,0,9,1
21634.88,1,0,0,12,1
44785.08,16,0,1,1,0
22351.27,13,0,0,15,0
32083.37,23,0,0,15,0
19847.57,23,1,1,12,1
34188.36,15,1,0,4,1
47128.92,23,1,0,14,1
32910.03,12,0,0,5,0
2629.64,1,0,1,1,0
22396.57,2,1,1,5,1
2790.28,15,0,0,10,0
33690.75,5,0,0,13,0
4222.73,4,1,1,3,0
11830.78,19,1,1,2,0
17921.3,10,1,0,12,0
15930.6,21,1,0,14,0
12343.14,17,1,1,13,1
34479.03,3,1,0,1,1
34599.78,4,0,1,3,1
23314.63,4,1,1,15,1
45134.69,14,1,0,6,1
25914.76,7,0,1,8,0
8339.79,21,1,1,12,1
46687.15,20,1,0,11,1
16553.63,15,0,0,6,0
4724.09,3,0,0,6,0
21615.42,16,1,0,8,1
4204.98,18,1,0,4,0
42946.35,16,0,1,9,0
34696.48,20,0,1,5,0
44773.44,17,1,0,14,1
4360.02,20,1,1,10,0
13665.85,16,1,1,9,0
23174.82,18,0,0,4,0
27489.1,5,1,0,10,1
5821.65,17,0,1,8,0
29702.7,3,1,1,8,1
34172.04,17,1,0,6,1
35316.75,20,1,1,1,1
13307.01,1,1,1,6,0
3502.84,21,1,1,13,1
39225.63,4,1,1,7,1
6541.84,12,1,0,12,0
28412.88,7,0,1,9,0
35586.78,14,1,0,4,1
45093.92,16,1,1,1,1
20831.96,1,0,1,13,1
13657.63,3,0,1,15,1
28819.22,17,0,0,9,0
13273.48,16,0,1,1,0
36717.63,12,1,1,4,1
25833.08,17,1,0,13,1
45060.14,23,0,1,9,0
137.98,2,0,1,9,0
42203.77,4,1,1,7,1
20224.67,19,0,0,11,0
33891.57,3,1,1,6,1
47906.15,4,1,1,15,1
6101.28,14,1,1,7,0
21572.87,17,0,0,12,0
1633.93,17,1,0,11,0
39587.84,15,1,0,2,1
7347.45,3,1,0,5,0
13646.43,0,1,0,14,0
37700.83,16,0,1,2,0
48359.67,11,0,1,15,1
49776.19,20,0,0,10,0
35469.96,8,0,1,1,0
4976.44,16,0,1,14,1
9006.98,15,0,0,5,0
32155.87,3,1,1,12,1
4583.94,9,0,0,1,0
36452.48,2,1,0,2,1
23932.04,3,1,0,2,1
2024.1,0,0,1,14,1
12444.67,18,1,1,3,0
30943.07,22,1,1,2,1
19103.41,13,0,0,3,0
24615.09,0,0,1,7,1
27433.58,12,1,1,8,1
39034.18,4,1,0,1,1
36300.95,12,1,1,3,1
358.47,2,0,1,6,0
32791.88,10,1,1,3,1
3408.02,1,1,1,14,1
1784.57,22,1,1,13,1
31735.37,20,0,1,7,0
2316.83,6,1,0,11,0
1716.59,17,0,1,4,0
5828.66,19,0,1,5,0
6849.99,8,1,0,9,0
36951.76,17,1,0,1,1
49905.79,14,0,0,4,0
48795.3,12,0,0,10,0
47044.4,19,1,1,8,1
18830.34,5,0,1,15,1
26384.8,3,1,0,13,1
10876.5,5,0,1,3,0
14734.47,10,0,0,3,0
113.13,9,0,1,5,0
22344.17,3,1,0,15,1
9793.94,7,1,1,8,0
40508.07,1,1,1,9,1
48339.57,8,1,0,7,1
44795.98,8,0,1,1,0
24726.4,3,1,0,7,1
48907.7,9,0,1,14,1
27088.89,16,1,1,6,1
14000.56,22,0,1,2,0
26446.76,9,1,1,1,1
8534.77,0,0,0,11,0
13222.4,5,0,0,4,0
202.72,12,0,0,3,0
33127.89,9,1,0,2,1
33142.68,12,0,0,15,0
43043.17,9,0,0,9,0
6750.69,7,0,1,1,0
49908.62,22,1,1,3,1
26902.98,10,0,1,7,0
20377.28,16,1,0,5,1
17975.63,5,1,1,2,0
37111.67,3,1,1,2,1
42718.42,18,1,1,1,1
48023.31,11,0,1,12,1
46855.73,8,1,1,3,1
10667.72,4,1,1,5,0
29649.69,12,0,0,3,0
43045.77,18,0,0,7,0
44203.31,13,1,0,8,1
44036.1,22,0,0,10,0
9977.19,18,0,1,14,1
28997.0,3,0,0,4,1
2746.94,16,0,1,4,0
32476.81,23,0,0,9,0
23571.66,3,0,1,9,1
32407.84,10,1,0,14,1
12335.27,6,0,1,10,0
38615.29,8,0,0,10,0
18795.84,17,0,1,2,0
31950.72,17,0,0,3,0
28362.78,7,0,0,11,0
22927.33,1,0,0,9,1
33791.18,2,0,0,3,1
14419.22,19,1,0,6,0
27926.72,16,0,0,7,0
34174.58,2,1,0,13,1
9906.5,2,1,1,14,1
16619.34,18,1,1,2,0
34474.06,2,1,0,14,1
47350.63,17,1,1,9,1
22330.04,8,1,1,1,1
24012.28,21,1,0,1,1
20965.13,14,0,1,15,1
43688.97,18,0,1,13,1
3538.96,1,0,0,12,0
4819.04,13,1,0,7,0
47257.48,10,0,0,4,0
47341.89,11,0,0,5,0
7859.14,6,1,1,5,0
19914.95,5,0,0,8,0
6069.42,18,0,0,5,0
47802.0,16,0,1,8,0
38274.98,10,0,0,12,0
5244.91,20,0,0,12,0
2725.86,18,0,0,4,0
1315.67,11,0,1,4,0
25052.02,3,0,1,12,1
17149.84,20,0,1,9,0
5965.12,15,0,1,2,0
26075.27,1,1,0,7,1
45033.76,17,1,0,5,1
36598.97,16,1,0,8,1
10632.93,14,1,1,14,1
17629.24,5,1,1,7,0
37791.8,21,1,1,6,1
7301.79,9,0,1,14,1
17653.59,11,1,0,2,0
26745.08,5,0,1,2,0
31121.79,20,1,1,5,1
12073.19,17,1,1,6,0
41045.48,23,1,1,14,1
4788.67,22,1,0,10,0
13963.7,13,0,1,15,1
26141.77,20,1,1,15,1
38682.16,21,1,0,10,1
35529.44,11,1,1,2,1
19802.27,1,0,1,11,1
17751.59,6,0,1,10,0
24143.81,12,0,0,6,0
42575.02,10,1,1,13,1
29276.62,14,1,0,6,1
38791.87,14,0,1,10,0
42211.1,3,0,0,5,1
6197.86,12,1,0,5,0
38723.28,15,0,0,13,0
13507.24,16,0,1,13,1
23239.81,23,1,1,14,1
39963.62,11,1,0,13,1
29471.19,20,0,1,13,1
26087.04,12,1,1,11,1
22235.97,1,1,1,9,1
32833.6,16,1,0,3,1
10752.69,10,1,0,12,0
2185.51,16,0,1,10,0
33863.08,12,1,1,5,1
4461.29,9,0,1,1,0
46510.06,15,1,0,8,1
24380.77,10,0,1,12,1
36123.88,15,0,0,7,0
26362.08,20,0,0,2,0
49777.46,7,1,1,15,1
18017.7,8,0,1,13,1
12362.32,5,0,0,8,0
3221.3,2,0,0,2,0
24743.4,7,0,1,5,0
16232.48,15,0,0,9,0
7812.58,14,0,0,14,0
23581.6,23,0,0,14,0
10515.11,4,1,1,15,1
37583.06,16,1,1,4,1
19253.21,18,0,0,11,0
49124.44,18,1,0,1,1
44092.94,2,1,1,14,1
20879.54,17,0,1,3,0
11781.8,15,0,0,5,0
12261.65,14,0,0,2,0
40242.41,4,1,0,11,1
36948.47,15,0,1,10,0
37468.18,3,1,1,8,1
26041.21,2,0,1,14,1
32175.93,7,0,0,2,0
20394.12,22,0,0,3,0
42373.99,1,0,0,11,1
19828.37,2,1,0,1,1
15840.07,8,1,1,11,1
22202.06,18,1,0,3,1
17043.26,8,1,1,4,0
31294.28,14,1,0,10,1
17277.02,3,0,1,2,1
45293.88,14,0,1,9,0
4514.88,7,1,1,5,0
9307.4,8,0,0,10,0
41601.23,10,1,1,1,1
4159.28,4,0,0,11,0
11781.15,15,0,0,3,0
38043.73,6,1,1,8,1
19791.48,5,0,0,14,0
44641.35,10,0,1,9,0
2974.14,22,0,1,2,0
33167.14,23,1,0,2,1
8595.37,2,1,0,11,0
22130.79,14,1,0,6,1
43660.94,7,1,0,9,1
25569.01,22,1,1,2,1
26727.6,12,0,1,12,1
33500.83,23,1,0,15,1
11416.95,1,0,1,7,0
47811.58,9,0,1,14,1
18436.51,3,1,0,8,1
45631.93,20,1,1,9,1
11954.62,5,0,1,5,0
23522.91,9,1,0,9,1
23441.98,5,0,0,2,0
1430.33,5,1,1,11,1
18522.41,16,0,0,15,0
15573.89,23,1,0,3,0
33463.43,4,1,1,3,1
11415.88,12,0,1,3,0
14080.64,6,1,0,14,0
36764.32,16,0,1,8,0
49275.54,17,1,0,11,1
35537.29,6,1,1,10,1
11963.27,16,0,1,13,1
14856.7,8,0,0,11,0
32100.55,23,0,1,14,1
18809.56,19,1,0,6,0
48033.71,12,0,1,10,0
41490.02,11,0,1,4,0
1264.75,1,0,1,4,0
37117.7,18,0,1,1,0
14768.19,18,0,0,3,0
954.71,19,0,0,4,0
42608.33,0,1,1,11,1
1111.63,10,1,0,8,0
43609.88,8,0,0,8,0
36264.09,3,1,1,14,1
30586.36,10,1,0,5,1
32895.23,10,1,1,14,1
2325.09,22,0,1,14,1
24012.12,0,1,1,11,1
36191.14,12,1,1,2,1
43040.5,23,1,1,12,1
41413.28,18,1,1,15,1
14245.82,23,0,0,2,0
2186.58,2,0,0,13,0
48454.18,3,1,1,8,1
3822.9,1,0,1,10,0
8907.05,1,0,1,10,0
41899.06,20,1,1,9,1
1787.52,16,1,0,13,0
7846.83,18,0,0,5,0
10745.27,18,0,0,10,0
29258.37,23,0,0,11,0
36675.77,21,1,0,8,1
20013.77,19,1,0,11,1
13577.61,19,0,1,12,1
23480.29,5,1,1,12,1
1529.39,5,1,1,3,0
22798.55,15,1,1,4,1
31116.08,8,0,1,7,0
35127.66,10,0,1,11,1
39856.54,8,1,1,3,1
36135.37,5,1,0,11,1
23909.01,6,1,0,15,1
35195.7,21,1,1,13,1
6289.4,3,1,0,12,0
44011.81,0,0,1,7,1
14454.42,16,0,1,2,0
20446.47,17,1,1,7,1
18594.25,2,1,1,2,1
32224.13,19,0,0,7,0
1258.24,11,1,1,13,1
538.98,1,1,0,9,0
44374.05,13,0,1,10,0
5021.72,7,1,1,10,0
